,fruit,diameter,weight,hue
56,orange,2.879278623,105.4746915,30.77922078
57,orange,4.685064304,122.884513,26.66666667
58,orange,4.166916595,99.74865037,26.38554217
59,orange,7.737202443,87.28970371,34.45945946
60,orange,7.467345487,99.5616472,31.76470588
61,orange,5.046440355,92.21175827,30.95541401
62,orange,3.121561782,114.6172761,26.75159236
63,orange,5.482865729,95.79272528,22.55033557
64,orange,6.367358715,123.8460958,26.18181818
65,orange,4.033541902,77.8232585,24.85207101
66,orange,4.901308659,102.4107588,30.18404908
67,orange,7.917887453,135.9534247,24.4
68,orange,6.341344989,100.1849757,37.09090909
69,orange,6.183480043,128.3787114,27.16981132
70,orange,6.806816526,120.9200912,30.96774194
71,orange,5.982988899,130.542675,26.66666667
72,orange,7.347881597,96.68157118,40.25806452
73,orange,9.480633788,94.43294543,36.66666667
74,orange,5.698354555,96.30464939,31.125
75,orange,7.309241367,88.68336063,34.07407407
76,orange,4.60913922,133.3512988,27.97546012
77,orange,3.628519424,108.3866705,32.91666667
78,orange,6.448038154,105.7581134,31.40625
79,orange,7.012229445,89.224999,28.07692308
80,orange,7.308488243,114.9887256,27.46987952
81,orange,4.732430246,88.2039675,32.2147651
82,orange,6.767415312,128.8300066,18.80597015
83,orange,7.080749847,86.32689986,34.67532468
84,orange,6.943047381,113.1416175,34.44444444
85,orange,7.753870991,92.64165567,35.82733813
86,orange,1.997547539,131.6287033,22.99401198
87,orange,5.694746101,104.6428651,29.37931034
88,orange,5.730233983,118.0357511,33.33333333
89,orange,5.818316556,117.4452804,33.82550336
90,orange,8.564306945,108.2125647,25.26315789
91,orange,5.576848443,112.9341354,26.93877551
92,orange,6.048965237,93.10597328,27.82608696
93,orange,4.284897486,126.2275474,30.43478261
94,orange,4.38480035,117.1270717,37.7027027
95,orange,6.859436232,124.9171312,41.5037594
96,orange,7.642669288,118.3785055,27.57763975
97,orange,3.655132449,112.6352127,35.67567568
98,orange,6.304621673,118.3388361,30
99,orange,5.262162158,111.6303535,45.10948905
100,orange,6.703393359,123.9761659,24.29447853
101,orange,3.830934863,98.66342304,39
102,orange,4.659712294,89.46785509,28.8
103,orange,7.402946817,98.42060345,38.29787234
104,orange,4.649622405,113.3145184,34.8
105,orange,6.370625207,94.04660953,23.47826087
106,orange,2.847611428,121.5393621,29.77777778
107,orange,8.822973934,102.6402703,32.27848101
108,orange,7.408039566,100.4010832,34.17721519
109,orange,5.770715676,105.9439479,24.56375839
110,orange,3.692596712,106.3379937,28.37209302
111,orange,4.905682286,129.0202189,29.79310345
112,orange,6.966154139,126.5630437,25.66037736
113,orange,7.57860291,118.4159984,30.75949367
114,orange,6.184842259,119.034383,23.18181818
115,orange,4.976682541,135.5561055,27.97297297
116,orange,5.162387437,114.1363194,19.85294118
117,orange,5.491185355,109.1011057,32.58278146
118,orange,5.810268164,116.4360093,31.59763314
119,orange,5.252974128,119.1053507,35.68627451
120,orange,3.903432752,133.258252,41.68831169
121,orange,8.148464877,133.2354807,31.38461538
122,orange,6.432660783,117.2480946,32.72727273
123,orange,5.216421157,123.1068319,26.29213483
124,orange,6.907612191,100.6149751,22.96296296
125,orange,5.049214402,147.612706,30
126,orange,7.606508812,86.75423146,31.88811189
127,orange,7.891073294,99.06527959,31.94805195
128,orange,7.465430879,130.0505368,31.30434783
129,orange,5.110189566,109.6053976,36.31578947
130,orange,5.971882571,103.87259,32.16
131,orange,5.3624786,125.8858266,27.09677419
132,orange,5.368421855,123.6432733,20
133,orange,7.258553201,114.6438182,29.59459459
134,orange,4.280642568,100.4888775,30.1986755
135,orange,7.809745334,105.6877581,25.1497006
136,orange,5.033274773,129.4263808,26
137,orange,5.925979336,100.2953059,24.47368421
138,orange,4.946762504,114.9431279,35.83892617
139,orange,8.414698506,95.07214375,27.30769231
140,orange,7.17963208,109.6199879,24.59016393
141,orange,6.266702853,133.3470795,28.96551724
142,orange,8.750469293,94.04987147,37.79220779
143,orange,6.927010708,140.5583781,39.56521739
144,orange,3.76905525,104.183927,28.07692308
145,orange,5.27874445,120.2548682,33.64864865
146,orange,4.132169772,118.6214502,35.09433962
147,orange,7.152111499,114.0881713,33.8961039
148,orange,6.188846449,160.0532836,26.75159236
149,orange,5.975349248,103.8823205,30
150,orange,4.602201363,127.7909234,37.72727273
151,orange,4.678949379,118.9166414,30.65693431
152,orange,6.414159947,87.32202878,27.97297297
153,orange,4.88440528,115.3263127,31.32352941
154,orange,5.442886456,102.8330605,34.96932515
155,orange,8.272681494,111.9168275,32.61744966
156,orange,6.560357923,115.5997412,27.43902439
157,orange,5.577219327,110.3125657,28.48101266
158,orange,7.720286612,98.16930186,24.62686567
159,orange,3.712414468,143.6839139,26.02409639
160,orange,4.806854427,126.7970145,30.54545455
161,orange,6.020412,108.4752851,30.43478261
162,orange,5.77650266,116.1851242,28.875
163,orange,4.236363356,114.6293195,23.83561644
164,orange,8.552821733,139.2790984,27.8313253
165,orange,5.862716532,114.6639028,29.45454545
166,orange,5.842804001,124.2911137,24.72972973
167,orange,7.329499866,136.5468005,37.85234899
168,orange,6.388930134,119.6063828,24.31372549
169,orange,6.873084554,116.609305,31.81208054
170,orange,5.782102327,106.4600384,36.30573248
171,orange,5.540187048,107.055324,32.95774648
172,orange,4.859446873,133.0388543,23.53846154
173,orange,5.550149218,107.1609914,26.83229814
174,orange,6.261765941,111.5364366,32.42236025
175,orange,7.048475617,115.2221358,32.63157895
176,orange,6.886367237,146.4100341,24.375
177,orange,6.160025824,140.0694556,24.06976744
178,orange,8.364114382,126.8366128,26.01398601
179,orange,4.86338792,103.0707168,30.81081081
180,orange,5.55421769,123.0020033,18.03921569
181,orange,4.839173247,113.9567898,36.76056338
182,orange,5.356233771,154.255613,32.45283019
183,orange,7.209070992,134.7372536,33.24840764
184,orange,3.45254462,103.7652282,32.34375
185,orange,4.997246611,115.4534108,30
186,orange,9.260088839,117.4174631,24.6835443
187,orange,6.839880368,111.5808999,30.75
188,orange,6.888648512,118.8199896,22
189,orange,7.589676043,135.9352585,30.86956522
190,orange,3.281608626,114.879358,31.30434783
191,orange,5.046003538,152.1789173,32.08333333
192,orange,7.735484442,104.8956437,25.58139535
193,orange,3.55387365,135.9940407,25
194,orange,7.051181405,115.867699,34.3902439
195,orange,6.201445926,127.1034874,26.53846154
196,orange,2.891617494,123.7757115,39.8540146
197,orange,4.563820552,130.6556087,27.63636364
198,orange,4.960746015,98.99165475,25.71428571
199,orange,4.683327008,149.5553098,27.375
200,orange,4.675424311,103.7384051,32.39263804
201,orange,3.947274545,120.2334633,34.47761194
202,orange,6.441497194,115.7546973,29.53125
203,orange,6.809406566,122.9676819,36.1589404
204,orange,6.430500801,122.0555006,30.17964072
205,orange,7.117462345,132.5234237,32.24489796
206,orange,5.503272076,127.1283536,30.56603774
207,orange,5.18321147,119.8899744,24.08163265
208,orange,8.274546391,115.1996891,31.78807947
209,orange,4.134511948,132.3847034,29.04458599
210,orange,5.363998431,141.9936026,31.86206897
211,orange,5.866760984,122.3782439,22.99401198
212,orange,5.432304368,146.867042,31.6
213,orange,6.535235002,113.648205,23.19018405
214,orange,3.056320229,109.8804415,30.66666667
215,orange,5.922183601,105.8801962,29.76
216,orange,6.318212405,100.4438576,31.2
217,orange,6.906504119,116.9212435,33.87096774
218,orange,6.531567511,113.6227612,31.33757962
219,orange,7.478264083,125.348892,24.2384106
220,orange,8.60360707,131.148062,30.59602649
221,orange,7.693936384,119.9216125,28.53146853
222,orange,5.719165093,98.92160952,30.25641026
223,orange,5.924376116,111.4752434,38.14569536
224,orange,4.9406654,139.7816702,26.35135135
225,orange,6.644653316,117.0337791,25.23809524
226,orange,7.051473031,110.9388578,34.66666667
227,orange,7.106419156,144.8372491,28.66242038
228,orange,5.309763421,126.4816749,27.34693878
229,orange,8.851836123,112.7000744,34.23312883
230,orange,6.937697712,131.0138719,31.30434783
231,orange,6.102140813,116.7810822,29.79310345
232,orange,8.34055569,122.5043356,33.15789474
233,orange,4.947699319,116.8433731,32.54901961
234,orange,4.395361868,131.2343009,31.32075472
235,orange,7.138473959,105.855182,29.15492958
236,orange,4.189105974,112.1962798,34.02985075
237,orange,6.718231201,106.2479487,28.11188811
238,orange,7.569522755,131.802551,31.57894737
239,orange,6.241638243,118.2444736,34.22818792
240,orange,6.11684346,133.6584638,31.57894737
241,orange,4.006760271,122.5779976,27.48387097
242,orange,6.106428803,120.7518025,27.1942446
243,orange,6.352286707,124.7796943,35.27027027
244,orange,4.602318039,123.3032528,27.62589928
245,orange,7.753304906,104.159511,30.64748201
246,orange,7.604334118,122.1474066,26.06896552
247,orange,3.800430801,122.1385489,26.83229814
248,orange,5.112626021,110.371247,39.42857143
249,orange,4.70738197,116.8930763,30
250,orange,7.074916662,114.8420798,24.40677966
251,orange,7.127421872,103.9932664,32.83018868
252,orange,9.787973084,115.5699885,28.35616438
253,orange,2.680762617,161.4300981,13.07692308
254,orange,6.603276453,139.8010037,30.36144578
255,orange,4.300926648,142.8577101,32.0754717
256,orange,7.679450138,118.816178,33.79746835
257,orange,8.033872589,134.9686887,24.48979592
258,orange,7.088782487,108.0483882,27.45098039
259,orange,5.329264905,95.85943089,32.82352941
260,orange,5.811445542,125.9846372,36.19047619
261,orange,6.619230674,107.1102884,28.69565217
262,orange,7.460133461,123.0251432,26.94610778
263,orange,10.0902929,109.7672999,39.57446809
264,orange,8.334534563,111.9665653,25.41176471
265,orange,3.512497359,155.8252073,31.33757962
266,orange,6.471725266,132.8649394,31.95266272
267,orange,5.67710028,118.5613633,23.57142857
268,orange,7.923418538,138.7816208,33.46938776
269,orange,4.207739139,109.6490034,27.14285714
270,orange,4.432414451,148.4318586,29.79865772
271,orange,5.501292808,133.4623283,27.2
272,orange,3.696583282,135.3497291,25.10638298
273,orange,6.308725257,113.8225041,35.2173913
274,orange,6.358534331,123.6747368,33.2
275,orange,6.066816767,105.870293,33.66906475
276,orange,7.849614939,125.2531986,21.85185185
277,orange,7.905657808,120.0809349,29.79020979
278,orange,4.992135115,144.9378602,26.81818182
279,orange,3.628689776,114.7004878,27.5862069
280,orange,4.676949219,117.3198139,31.97080292
281,orange,9.6316687,132.2620447,36.4137931
282,orange,6.953128884,122.4792214,37.08333333
283,orange,6.864297292,96.40909062,40.64516129
284,orange,6.516447953,135.6337763,29.55882353
285,orange,6.496255573,122.3813147,31.69811321
286,orange,8.953455032,124.1593498,32.44444444
287,orange,8.193787825,133.9941009,39.18367347
288,orange,5.27558541,116.602247,23.04635762
289,orange,6.216291223,99.39094827,25.26315789
290,orange,6.425124337,103.4265124,28.53146853
291,orange,8.523282128,138.09656,32.91666667
292,orange,5.39238517,141.5086992,26.58227848
293,orange,9.855204247,105.6899048,28.30188679
294,orange,9.517995804,119.7108293,27.43902439
295,orange,6.165785944,135.6772927,41.14285714
296,orange,5.931714705,138.0707088,27.89808917
297,orange,6.918427468,130.0531913,28.63636364
298,orange,9.016976246,135.9826836,31.36363636
299,orange,8.015463456,125.3711064,26.53846154
300,orange,8.619765411,145.262053,29.24369748
301,orange,3.786939132,98.55450887,27.12328767
302,orange,5.564837037,132.7178531,33.38028169
303,orange,8.924313589,136.1473583,27.18232044
304,orange,7.144911721,117.4396671,21.25714286
305,orange,6.382471919,145.3535789,40.14705882
306,orange,6.735427571,99.73687277,31.79104478
307,orange,4.51498222,123.4312058,27.9245283
308,orange,7.047896953,140.4250888,33.54037267
309,orange,4.194371661,113.4736933,35.11111111
310,orange,6.724582482,99.17455223,26.4
311,orange,7.652398164,119.2068812,40.74626866
312,orange,6.537837652,92.67023498,28.42105263
313,orange,4.808040589,121.7141341,28.55421687
314,orange,5.133440058,122.8085839,30.8
315,orange,7.062491775,171.1178124,26.53846154
316,orange,7.150014856,130.1843016,27.34177215
317,orange,4.976040857,129.5123822,27.11111111
318,orange,5.695112995,143.1122584,34.59854015
319,orange,3.931512223,115.2268323,26.75159236
320,orange,8.734130102,149.4548628,32.87671233
321,orange,4.722028856,130.4524036,33.63636364
322,orange,3.530171282,121.7876803,36.32653061
323,orange,6.296135094,130.7916443,28.10126582
324,orange,5.506192391,114.7985922,35.29411765
325,orange,8.514603758,110.9527538,23.68421053
326,orange,8.266270546,131.3126565,28.71428571
327,orange,7.151527996,114.8763132,30.57324841
328,orange,4.866712816,113.1299746,30.41666667
329,orange,6.904975009,117.2721367,28.97959184
330,orange,4.513915161,142.1648113,32.48407643
331,orange,8.318665897,131.855149,21.81818182
332,orange,5.37549568,124.567492,27.39130435
333,orange,6.032079046,124.7202811,35.09433962
334,orange,5.893680995,100.7897193,31.86206897
335,orange,7.063724074,125.4038843,33.42857143
336,orange,5.978574076,129.3397867,24.86842105
337,orange,5.391214178,102.5505281,27.16216216
338,orange,6.32365679,141.9864267,29.22077922
339,orange,8.494045235,117.2760453,27.72413793
340,orange,6.014101651,122.9793704,36.77419355
341,orange,6.542999594,112.2814906,31.2605042
342,orange,7.360728223,137.8042117,30.21582734
343,orange,5.450141224,105.9883288,28.44444444
344,orange,6.614648054,114.5610735,29.17808219
345,orange,6.554744859,115.8234909,24.45859873
346,orange,5.288742392,120.1267878,24.70588235
347,orange,4.014527885,135.341198,30.86956522
348,orange,7.66408224,138.4270307,25.28571429
349,orange,7.622740861,126.1992882,27.14285714
350,orange,9.702749514,129.3372489,31.66666667
351,orange,8.828675309,134.2759035,29.30232558
352,orange,6.746946354,118.3911395,27
353,orange,5.14354255,149.754937,34.61538462
354,orange,7.587520661,134.1002059,39.09677419
355,orange,8.075318662,120.1182675,27.91666667
356,orange,8.775766161,120.3584873,34.50980392
357,orange,9.213828477,128.1406582,27.97297297
358,orange,7.393498085,132.9434567,29.60526316
359,orange,7.653301545,143.8935085,33.85714286
360,orange,6.667580981,138.2872649,34.96688742
361,orange,5.890174301,118.998674,28.26086957
362,orange,7.62554956,130.8936309,30
363,orange,4.814400798,115.9038351,28.37837838
364,orange,6.748983154,118.4042473,27.60736196
365,orange,6.008945089,119.6487894,36.1589404
366,orange,5.968966868,100.3841806,19.8816568
367,orange,7.379703667,127.5379765,36
368,orange,7.048935085,119.9000277,28.74251497
369,orange,3.789315283,119.5239846,32.39263804
370,orange,8.341518516,134.1273008,22.85714286
371,orange,7.790669642,98.47532778,23.38235294
372,orange,5.262661728,96.99464383,25.54054054
373,orange,8.477616469,97.11417748,28.42105263
374,orange,5.20658086,121.0809615,32.38095238
375,orange,8.057991423,152.4929785,29.04458599
376,orange,6.683943766,99.99567068,24.48
377,orange,5.836072137,118.0153373,27.66233766
378,orange,6.008622582,140.7455679,25.28571429
379,orange,6.040689897,116.0470278,27.01986755
380,orange,7.250576107,122.1633524,33.81818182
381,orange,9.694636711,121.585447,35.68627451
382,orange,7.186395952,144.3174559,36.09022556
383,orange,6.525140311,116.1987959,23.14285714
384,orange,8.239630624,139.7913464,25.59440559
385,orange,4.472383433,122.9989155,30.20689655
386,orange,7.863098725,128.868978,22.19178082
387,orange,6.071291804,123.9554334,32.76923077
388,orange,5.668876268,107.0444486,29.06832298
389,orange,9.671785624,153.4849272,35.6
390,orange,5.409024139,129.8967547,39.65217391
391,orange,8.235737881,149.7349611,21.96078431
392,orange,4.89864231,136.4870162,18.90410959
393,orange,5.255771691,133.2922554,30.56603774
394,orange,7.89935771,126.0102344,26.43356643
395,orange,8.144381522,98.39177507,27.31343284
396,orange,7.568734464,151.7091315,31.11111111
397,orange,6.669346185,114.3828275,31.64383562
398,orange,8.07359413,126.3535376,36.76056338
399,orange,7.727881904,118.4635987,30.24
400,orange,9.049376441,141.4428788,28
401,orange,8.060554316,120.8882517,25.82278481
402,orange,7.831642152,114.0490328,21.49253731
403,orange,5.769875645,110.580719,28.53146853
404,orange,6.396605065,114.8894547,25.3125
405,orange,5.287276842,125.1305053,35.66433566
406,orange,8.252143852,124.5201505,21.17647059
407,orange,7.308655418,136.9176547,32.46575342
408,orange,6.206685824,141.0855646,25.71428571
409,orange,7.505805638,128.0902315,30.35714286
410,orange,7.766382805,134.8509631,31.125
411,orange,6.928910847,116.7983301,29.27710843
412,orange,7.643779365,133.1029303,35.03649635
413,orange,5.228010495,128.8831181,34.34782609
414,orange,8.892441361,111.7447712,33.93103448
415,orange,8.151398231,118.5929336,26.52173913
416,orange,6.327759085,141.0184746,27
417,orange,8.471933527,119.464861,35.03355705
418,orange,6.865152251,116.0284356,40.26845638
419,orange,9.0438209,139.7874246,27.6
420,orange,8.287111401,128.2698927,30.38461538
421,orange,7.85877688,128.1089183,32.8057554
422,orange,8.520819581,118.6889602,38.94039735
423,orange,6.665711417,146.1514175,31.03448276
424,orange,6.052208111,133.338337,29.03225806
425,orange,5.778479785,123.9009714,32.26890756
426,orange,6.412821994,126.986835,31.92307692
427,orange,7.234904928,143.6154034,34.01273885
428,orange,6.627308669,118.1859546,36.48648649
429,orange,6.722654019,131.0384967,27.95031056
430,orange,5.883294988,107.6080905,29.2
431,orange,5.848962361,117.9793144,24.75
432,orange,7.339724616,119.213008,29.36170213
433,orange,9.780065726,148.0782023,24.16107383
434,orange,7.346928348,100.7747151,42.17391304
435,orange,8.845866682,148.3701139,28.02631579
436,orange,7.239577989,132.3482389,24.15584416
437,orange,5.088486055,108.5346284,27.44186047
438,orange,7.634396557,125.6623073,31.53284672
439,orange,6.373742517,129.6024362,20.28776978
440,orange,7.448494372,106.5834057,31.9760479
441,orange,7.086427157,137.5294733,42.37762238
442,orange,5.287329138,120.248853,32.53521127
443,orange,5.578644501,131.7197562,34.11764706
444,orange,5.877386452,130.7359409,20.73529412
445,orange,10.23008142,116.150974,28.94736842
446,orange,6.899574668,97.52922624,31.71974522
447,orange,6.59503087,121.0807812,40.54054054
448,orange,5.094177001,102.2772071,26.45962733
449,orange,5.883293552,129.8632346,28.58823529
450,orange,6.212757537,134.2140618,27.87096774
451,orange,8.716120624,151.8394609,23.33333333
452,orange,8.373295072,113.9362758,28.14159292
453,orange,6.221549635,109.5306315,26.36942675
454,orange,8.186978066,137.1370698,25.34161491
455,orange,8.315353599,115.5439854,28.99328859
456,orange,4.242145716,91.00803347,29.79591837
457,orange,6.843460579,118.2776704,23.5443038
458,orange,7.28196228,107.4680623,32.48407643
459,orange,8.416981741,122.232906,30.19607843
460,orange,6.322045164,125.0220218,30.76923077
461,orange,9.189054423,126.5021711,28.57142857
462,orange,6.440830569,142.5920096,29.37062937
463,orange,7.466827746,128.8813554,23.61290323
464,orange,7.473313458,137.709722,34.86486486
465,orange,7.571921975,103.1297614,27.55555556
466,orange,6.650809301,126.2801022,34.61538462
467,orange,6.321787792,89.08638281,32.27848101
468,orange,7.826736956,140.2138679,30.20689655
469,orange,9.593393057,140.2808053,29.46107784
470,orange,6.704433098,114.8377063,32.27848101
471,orange,7.015037045,145.5096678,32.72727273
472,orange,4.626011843,124.2969137,32.8057554
473,orange,7.898509728,121.2304496,27.59124088
474,orange,6.460575537,102.773775,31.5
475,orange,4.381403286,127.1359651,35.71428571
476,orange,6.086822694,111.2792781,37.66423358
477,orange,5.507730406,150.5603413,34.10071942
478,orange,7.137479637,149.0397189,25.39877301
479,orange,7.465673637,119.8079623,36.15384615
480,orange,6.375416549,112.3572873,23.3557047
481,orange,8.002506765,112.3578911,27.53424658
482,orange,6.512927363,158.3414378,28.28025478
483,orange,5.165405786,129.3039998,30
484,orange,5.083490796,144.3983368,33.37278107
485,orange,5.794881584,131.0937966,31.44827586
486,orange,7.788372945,92.35634838,36.47058824
487,orange,8.403564919,126.2821951,30.9202454
488,orange,7.860808605,134.988889,24.81481481
489,orange,10.16626573,116.7570536,34.69387755
490,orange,5.896345362,117.1191259,34.12844037
491,orange,6.303043016,91.69739596,29.00662252
492,orange,9.943364926,109.6230835,31.36363636
493,orange,4.93781899,119.1663995,23.52941176
494,orange,8.755991121,114.4035018,37.5
495,orange,6.392841102,132.8791786,26.97986577
496,orange,6.490435288,136.1136573,32.65306122
497,orange,8.595805007,139.6461965,25.45454545
498,orange,7.706449493,99.75536112,26.49350649
499,orange,5.350134906,134.6341143,31.53846154
500,orange,8.337220434,118.7865904,34.125
501,orange,5.449498755,120.17239,31.64383562
502,orange,6.746729781,120.9835352,42.42857143
503,orange,4.54570192,127.7929807,30
504,orange,5.198662796,97.26434075,36.32653061
505,orange,5.331610142,119.54383,30.82191781
506,orange,8.406077299,124.7777893,26.44736842
507,orange,5.926122359,127.4310695,40.86206897
508,orange,7.682884054,128.0620692,30
509,orange,6.200514752,114.9369409,31.94244604
510,orange,4.026489651,152.6422243,27.7852349
511,orange,5.281997703,128.0970809,25.41666667
512,orange,7.98302117,120.8852911,33.33333333
513,orange,8.38481696,134.6346484,33.6
514,orange,5.791557969,115.2340084,31.53846154
515,orange,4.644383845,155.5798675,32.72727273
516,orange,7.404043835,118.3813389,26.15384615
517,orange,4.932239037,100.5981042,33.2
518,orange,7.911311355,123.2735392,33.42281879
519,orange,5.791029202,140.2619501,31.25
520,orange,8.519634663,129.307027,30.62068966
521,orange,6.901658425,165.8165735,30
522,orange,6.916984518,124.9218889,32.68965517
523,orange,6.176359846,118.5527453,30.53892216
524,orange,7.102697799,109.20085,21.95121951
525,orange,9.083688721,124.8742713,40.83333333
526,orange,7.854090588,120.0987223,22.92682927
527,orange,6.362565242,132.0070879,28.99328859
528,orange,7.94679213,122.5533567,29.25619835
529,orange,6.299950277,115.7393123,28.10126582
530,orange,7.470734117,134.3422949,35
531,orange,9.454590354,137.5677546,32.72727273
532,orange,4.67444722,135.6242573,30.89552239
533,orange,6.159546988,122.2360085,24.68085106
534,orange,4.28699052,124.6285996,34.28571429
535,orange,6.865833871,102.7117247,30.78947368
536,orange,6.492544537,149.5127707,41.95804196
537,orange,6.636841628,113.6108306,32.4
538,orange,10.18487343,153.2535137,23.53846154
539,orange,6.945078974,134.6340348,23.85542169
540,orange,7.311767784,108.6694706,28.8
541,orange,8.008986619,149.9650322,30
542,orange,7.257188859,145.5378647,23.1372549
543,orange,7.564742796,119.290374,32.8
544,orange,6.467190189,124.6910196,34.28571429
545,orange,10.6429938,131.0868391,24
546,orange,5.380783999,137.9200086,42.59541985
547,orange,6.563188743,117.8466726,29.05660377
548,orange,6.67353266,145.3898175,24.9689441
549,orange,6.622396871,137.8627657,27.38255034
550,orange,6.004472603,140.3514776,35.84415584
551,orange,7.354959746,137.194275,27.77142857
552,orange,6.064017624,136.6835706,33.28767123
553,orange,7.487388258,112.6178852,30
554,orange,6.14692525,146.6424189,25.65217391
555,orange,7.943224709,115.6394842,37.74834437
556,orange,5.08409807,118.660209,32.38095238
557,orange,8.506682828,129.7032675,37.35099338
558,orange,7.436691421,117.9283002,26.91176471
559,orange,9.031671696,112.4963617,33.20754717
560,orange,7.229606779,152.6575895,28.55172414
561,orange,5.53660812,121.8672244,29.30232558
562,orange,6.257892158,125.7581002,30.53254438
563,orange,5.113196463,121.6386013,28.30188679
564,orange,8.252718416,97.25549675,37.125
565,orange,7.747852821,146.0453171,30.20408163
566,orange,6.706284107,146.0511911,29.44099379
567,orange,7.075565252,151.0513598,34.17218543
568,orange,6.97329522,116.82842,40
569,orange,3.620029247,107.2966243,34.34782609
570,orange,6.497753905,145.3817182,34.28571429
571,orange,7.0957907,143.4559183,29.80392157
572,orange,7.186309142,117.6558184,33.89312977
573,orange,6.509754739,139.1656065,31.76470588
574,orange,8.178359303,153.2377179,27.6
575,orange,8.644682415,120.0683929,26.38297872
576,orange,10.22934375,158.5102426,31.00671141
577,orange,9.140871163,154.8925771,33.2
578,orange,8.288110785,126.4614252,36.32653061
579,orange,9.162166617,139.5717248,40.62111801
580,orange,5.791702626,95.28819984,29.10179641
581,orange,7.048078689,140.0350376,32.25
582,orange,6.952193766,111.5933654,37.94117647
583,orange,8.205664237,136.7454917,18.2278481
584,orange,8.087435231,118.0694814,31.03448276
585,orange,10.99290175,128.4077306,25
586,orange,6.963787978,140.3769019,28.25806452
587,orange,6.942664085,119.3684013,23.53846154
588,orange,5.376864121,132.9341774,27.16981132
589,orange,7.095745975,125.4957766,34.45945946
590,orange,5.825513178,128.7106232,32.7607362
591,orange,7.538882476,133.0952412,36.55629139
592,orange,5.379879926,120.8424805,25.88235294
593,orange,10.44217638,114.1830224,22.2972973
594,orange,7.943314919,117.2529358,36.55629139
595,orange,7.822396544,141.7660804,28.83116883
596,orange,6.082967945,119.4535905,32.72727273
597,orange,7.60818743,134.3959573,37.20930233
598,orange,8.389869171,145.2260323,39.72413793
599,orange,8.706408094,139.3529756,37.71428571
600,orange,6.658223585,119.5374088,28.25806452
601,orange,7.955777248,113.8876985,29.8089172
602,orange,8.565851153,162.2404776,28.13559322
603,orange,7.40558049,139.1220322,32.91666667
604,orange,7.217820834,134.2419848,33.2
605,orange,4.282112905,110.1567675,24.08163265
606,orange,8.163565411,158.3598156,36.07843137
607,orange,7.556533061,150.5690956,29.25925926
608,orange,7.800550029,123.3962679,31.69014085
609,orange,9.669990131,110.1680905,33.67741935
610,orange,5.103850764,138.0437016,36.4
611,orange,8.71151973,125.344895,29.41176471
612,orange,5.078647984,159.8293437,30.20408163
613,orange,7.835766776,156.4169208,31.30434783
614,orange,7.367791918,138.6614418,31.78807947
615,orange,6.961925137,137.9246882,29.79591837
616,orange,6.218269607,143.0219096,21.33333333
617,orange,7.859223184,151.5615161,26
618,orange,6.226499168,120.3036074,32.87671233
619,orange,7.446295361,122.511638,31.71974522
